"TID_CMD_CANT_UPGRADE_PLANET","Эта планета полностью улучшена"
"TIC_CMD_ALREADY_UPGRADING_PLANET","Планета уже улучшается"
"TID_CMD_BUILDING_LIMIT_REACHED","Больше станций такого типа строить нельзя"
"TID_SCANNER_REQUIRED","Вам нужен свободный сканер малой дальности в прилегающем секторе"
"TID_SCANNER_ALREADY_BUSY","Ваш сканер малой дальности уже осматривает другой сектор"
"TID_MODULE_ON_COOLDOWN","Чтобы снова использовать модуль, дождитесь его перезарядки"
"TID_MODULE_ALREADY_ACTIVATED","Этот модуль уже работает"
"TID_PASSIVE_MODULE_CANNOT_BE_ACTIVATED","Это невключаемый модуль пассивного типа"
"TID_CANNOT_LINK_WARP_LANE_UNTIL_CONSTRUCTION_IS_DONE","Дождитесь завершения строительства узла"
"TID_CANNOT_LINK_WARP_LANE_ALREADY_ACTIVE","Для установления новой связи требуется отключить оба узла"
"TID_CANNOT_LINK_WARP_LANE_NEED_TWO_ENDPOINTS","Надо построить хотя бы два узла, чтобы их связать"
"TID_CANNOT_DROP_ARTIFACT_ON_OTHER_PLAYER","Нельзя сбрасывать артефакты на аванпосты других игроков"
"TID_CANNOT_EDIT_MODULES_ON_STAR","Нельзя менять модули корабля вдали от родной звезды"
"TID_CMD_LOAD_SHIPMENT_FAIL_RESTRICTED","Этот груз может использовать только владелец планеты"
"TID_CMD_LEAP_NO_TARGET","Не удается найти подходящее место для телепортации"
"TID_CMD_FAIL_CANNOT_UNLOAD_SHIPMENT","На этом аванпосте кончилось место под грузы"
"TID_CMD_FAIL_CANNOT_MOVE_TO_STAR","Нельзя лететь прямо на звезду"
"TID_CMD_FAIL_CANTMOVE_BOND","Движение невозможно, пока действует модуль «УЗЫ»"
"TID_ASTEROID_SPAWN_LIMIT","Невозможно создать новые поля астероидов в этом секторе"
"TID_ENTRUST_NO_CARGO","Невозможно использовать этот модуль. На корабле нет груза."
"TID_ENTRUST_NO_CAPACITY_ON_TARGET","На выбранном корабле нет места для груза"
"TID_ENTRUST_SHIPMENT_LOADING","Невозможно использовать «Вручение», пока идет погрузка"
"TID_GENESIS_INVALID_SECTOR","Невозможно применить «Генезис» к сектору"
"TID_CANT_USE_MODULE_JUMPGATE_SECTOR","Нельзя использовать этот модуль в секторе, где есть прыжковые врата к белой звезде"
"TID_CAN_USE_MODULE_ON_STAR","Нельзя использовать этот модуль возле звезды этого типа"
"TID_CANT_USE_MODULE_ON_THIS_RS_LEVEL","Этот модуль можно использовать только возле общей красной звезды не ниже {0} уровня"
"TID_MODULE_NEEDS_ENEMY_SHIPS_IN_SECTOR","Этот модуль нельзя активировать, если в секторе нет вражеских кораблей"
"TID_MODULE_NEEDS_ENEMY_SHIPS_IN_RANGE","Этот модуль нельзя активировать, если рядом нет вражеских кораблей"
"TID_MODULE_CANNOT_FIND_TELEPORT_TARGET","Активация невозможна: нет подходящей точки для телепортации"
"TID_MODULE_CANT_ACTIVATE_SHIELD_WITH_VENG","Нельзя активировать щит во время действия «Мести»"
"TID_MODULE_CANT_ACTIVATE_NEED_HYDRO_ONBOARD","Чтобы включить этот модуль, необходимо собрать больше водорода для добывающего корабля."
"TID_SYSTEM_IS_PRIVATE","Это частная звездная система. Сейчас она недоступна"
"TID_FLAGHIP_NON_OFFICER","Только офицеры имеют право командовать флагманом корпорации."
"TID_FLAGSHIP_IN_ANOTHER_STAR","Флагман находится в другой звездной системе."
"TID_FLAGSHIP_IN_CURRENT_STAR","Флагман уже в этой звездной системе."
"TID_FLAGSHIP_IN_COOLDOWN","Флагман подготавливается."
"TID_TUT_SECTION_REWARDS_LABEL","НАГРАДЫ"
"TID_TUT_CONSTRUCT_SHIPYARD","ПОСТРОИТЬ ВЕРФЬ"
"TID_TUT_CONSTRUCT_SHIPYARD_INFO","На верфях можно строить новые корабли."
"TID_TUT_SELECT_SHIPYARD","• Выберите вашу верфь"
"TID_TUT_SELECT_PLANET","• Выберите вашу планету"
"TID_TUT_FIRST_SHIP_INTRO_LABEL","Ваша империя обнаружила новую звездную систему"
"TID_TUT_COLONIZE_FIRST_PLANET","СОЗДАЙТЕ ВАШУ ПЕРВУЮ КОЛОНИЮ"
"TID_TUT_COLONIZE_FIRST_PLANET_DESCR","Ваша империя растет по мере колонизации планет.\n\nПланеты приносят доход от грузов и позволяют строить космические станции."
"TID_TUT_CONSTRUCT_SHIP","ПОСТРОЙТЕ ДОБЫВАЮЩИЙ КОРАБЛЬ"
"TID_TUT_CONSTRUCT_TRANSPORT_DESCR","Транспортные корабли необходимы для развития экономики. На орбите каждой колонизированной вами планеты стоит держать хотя бы один транспортный корабль. "
"TID_TUT_CONSTRUCT_SUPPORT_DESCR","Добывающие корабли необходимы для развития планетарной инфраструктуры."
"TID_TUT_CONSTRUCT_SPACE_STATION","ПОСТРОЙТЕ: {0}"
"TID_TUT_CONSTRUCT_TRADING_STATION_DESCR","Торговые станции приносят дополнительные грузы, которые можно развозить по планетам для получения прибыли."
"TID_TUT_UPGRADE_PLANET","УЛУЧШИТЕ ВАШУ ПЛАНЕТУ"
"TID_TUT_UPGRADE_PLANET_DESCR","Улучшение планет повышает качество грузов и увеличивает максимальный объем ваших ресурсов"
"TID_TUT_KEEP_DOING_STUFF","ПРОДОЛЖАЙТЕ ДОСТАВЛЯТЬ ГРУЗЫ"
"TID_TUT_KEEP_DOING_STUFF_DESCR","Развозите грузы между планетой и ее лунами с помощью транспортных кораблей.\n\nДоставка грузов приносит ресурсы и опыт."
"TID_TUT_COLONIZE_SECOND_PLANET","КОЛОНИЗИРУЙТЕ ВТОРУЮ ПЛАНЕТУ"
"TID_TUT_COLONIZE_SECOND_PLANET_DESCR","Колонизация новых планет — обязательное условие роста вашей империи.\n\nДля колонизации планеты необходимо посадить на ее поверхность хотя бы один корабль. Чем больше планет вы колонизировали, тем дороже вам обойдется следующая колонизация."
"TID_TUT_COLONIZE_THIRD_PLANET","КОЛОНИЗИРУЙТЕ НОВУЮ ПЛАНЕТУ"
"TID_TUT_COLONIZE_THIRD_PLANET_DESCR","На колонизированных планетах можно ремонтировать корабли. Колонизируйте планету рядом с вашим линкором, чтобы начать ремонт."
"TID_TUT_TAP_ON_BUILDING_BUTTON","• Нажмите кнопку {0}"
"TID_TUT_PLACE_BUILDING_PROMPT","• Выберите место для постройки: {0}"
"TID_TUT_SELECT_PRODUCTION","• Выберите «СТРОИТЬ»"
"TID_TUT_SELECT_MINER_SHIP","• Выберите свой добывающий корабль"
"TID_TUT_SELECT_SHIPMENTS","• Выберите «ГРУЗЫ»"
"TID_TUT_SELECT_LOAD_SHIPMENT","• Щелкните по грузу, чтобы погрузить его"
"TID_TUT_CLOSE_SHIPMENTS","• Закройте окно грузов"
"TID_TUT_CLOSE_PRODUCTION","• Закройте окно производства"
"TID_TUT_CLOSE_MISSION_WINDOW","• Закройте окно"
"TID_TUT_SELECT_MOVE","• Выберите «ПЕРЕМЕСТИТЬ»"
"TID_TUT_PC_RIGHT_CLICK_ON_DEST","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши подсвеченный пункт доставки груза"
"TID_TUT_SELECT_PROFILE","• Откройте окно империи"
"TID_TUT_SELECT_OBJECTIVES_TAB","• Выберите «ЗАДАЧИ»"
"TID_TUT_SELECT_DESTINATION","• Выберите светящееся место для доставки груза"
"TID_TUT_SELECT_DEPART_NOW","• Выберите «ЛЕТЕТЬ»"
"TID_TUT_SELECT_DEPART_NOW_PC","• Нажмите «ЛЕТЕТЬ» или щелкните правой кнопкой мыши пункт назначения"
"TID_TUT_SELECT_CANCEL_DEPART","• Выберите «ОТМЕНА»"
"TID_TUT_MOVE_TO_PLANET_FOR_SHIPMENTS","• Чтобы взять другие грузы, используйте команду «Переместить» или перетащите корабль на планету"
"TID_TUT_MOVE_TO_PLANET_FOR_SHIPMENTS_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши планету, чтобы взять еще грузы"
"TID_TUT_MOVE_TO_MOON_FOR_SHIPMENTS","• Чтобы взять другие грузы, используйте команду «Переместить» или перетащите корабль на луну"
"TID_TUT_MOVE_TO_MOON_FOR_SHIPMENTS_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши луну, чтобы взять еще грузы"
"TID_TUT_SELECT_BUILD_BUTTON","• Выберите: {0}"
"TID_TUT_WAIT_OR_SPEED_UP_PRODUCTION","• Завершите производство"
"TID_TUT_SELECT_SECOND_PLANET","• Выберите вторую планету"
"TID_TUT_MOVE_BATTLESHIP_TO_THIRD_PLANET","• Используйте команду «Переместить» или перетащите корабль к новой планете"
"TID_TUT_MOVE_BATTLESHIP_TO_THIRD_PLANET_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши новую планету"
"TID_TUT_SELECT_TRANSPORT_SHIP","• Выберите транспортный корабль"
"TID_TUT_SELECT_NEW_BUILDING","• Выберите станцию"
"TIT_TUT_SELECT_MODULES","• Выберите «МОДУЛИ»"
"TID_TUT_CLOSE_MODULES_DLG","• Закройте окно модулей"
"TID_TUT_CLOSE_WINDOW_GENERIC","• Закройте окно"
"TID_TUT_SELECT_TRANSPORT_MODULE","• Выберите «РАСШИРЕНИЕ ТРЮМА»"
"TID_TUT_SELECT_EMPTY_MODULE_SLOT","• Выберите пустую ячейку"
"TID_TUT_SELECT_INSTALL_NEW_MODULE","• Выберите «ДОБАВИТЬ МОДУЛЬ»"
"TID_TUT_SELECT_COLONIZE","• Выберите «Колонизировать»"
"TID_TUT_CLAIM_ACHIEVEMENT","Получите достижение за грузы"
"TID_TUT_MINING_TITLE","НАЧАТЬ ДОБЫЧУ"
"TID_TUT_MINING_DESCR","В полях астероидов есть ценный водород. В вашей империи хотя бы несколько добывающих кораблей должны работать круглые сутки."
"TID_TUT_MOVE_TO_ASTEROID","• Выберите поле астероидов"
"TID_TUT_MINER_INFO","Добывающие корабли собирают водород в полях астероидов. Они будут разрабатывать поле астероидов, пока не истощатся запасы водорода."
"TID_TUT_CREATE_SECOND_TRANSPORT","ПОСТРОЙТЕ ВТОРОЙ ТРАНСПОРТНЫЙ КОРАБЛЬ"
"TID_TUT_CREATE_SECOND_TRANSPORT_INFO","Транспортные корабли необходимы для развития экономики. На орбите каждой колонизированной вами планеты стоит держать хотя бы один транспортный корабль. "
"TID_TUT_SHORT_RANGE_SCANNER_INFO","Станция сканера малой дальности позволяет изучать близлежащие секторы для дальнейшего освоения звездной системы."
"TID_TUT_REVEAL_SECTOR","ИЗУЧИТЕ НОВЫЙ СЕКТОР"
"TID_TUT_REVEAL_SECTOR_INFO","Постройте сканер малой дальности и с его помощью найдите и колонизируйте третью планету."
"TID_TUT_SELECT_NEARBY_SECTOR","• Выберите сектор"
"TID_TUT_SELECT_SCOUT_SECTOR","• Выберите сканированный сектор"
"TID_SELECT_EXPLORE","• Выберите «ПОКАЗАТЬ»"
"TID_SELECT_EXPLORATION_SPEEDUP","• Завершите сканирование"
"TID_TUT_DEFEAT_CERBERUS","ПОБЕДИТЕ СТРАЖА «ЦЕРБЕРА»"
"TID_TUT_DEFEAT_CERBERUS_INFO","По всей галактике Гадеc стали появляться корабли «Цербера». Ваши линкоры могут дать им отпор."
"TID_TUT_CREATE_BATTLESHIP","ПОСТРОЙТЕ ЛИНКОР"
"TID_TUT_CREATE_BATTLESHIP_INFO","Линкоры защищают остальные ваши корабли, сдерживают и отбрасывают силы «Цербера»."
"TID_TUT_SELECT_BATTLESHIP","• Выберите ваш линкор"
"TID_TUT_MOVE_BATTLESHIP_TO_ENEMY_FLEET","• Используйте команду «Переместить» или перетащите линкор к стражу «Цербера»"
"TID_TUT_MOVE_BATTLESHIP_TO_ENEMY_FLEET_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши, чтобы подвести линкор к стражу «Цербера»"
"TID_TUT_REDSTARSCANNER_INFO","С помощью сканера красных звезд можно открывать новые звезды"
"TID_TUT_JUMP_TRANSPORT","ОТПРАВЬТЕ ТРАНСПОРТНЫЙ КОРАБЛЬ К КРАСНОЙ ЗВЕЗДЕ"
"TID_TUT_JUMP_TRANSPORT_INFO","Корабли перемещаются из одной звездной системы в другую через прыжковые врата."
"TID_TUT_SEARCH_FOR_MISSION","НАЙДИТЕ КРАСНУЮ ЗВЕЗДУ"
"TID_TUT_SEARCH_FOR_MISSION_INFO","Откройте новую звездную систему с помощью сканера красных звезд."
"TID_TUT_SELECT_MISSION_BUILDING","• Выберите сканер красных звезд"
"TID_TUT_SELECT_SCANNER_BUTTON","• Выберите «ИСКАТЬ»"
"TID_TUT_SELECT_MISSION_SEARCH","Выберите «НАЧАТЬ ПОИСК»"
"TID_TUT_CONFIRM_JUMP","• Подтвердите прыжок"
"TID_TUT_SELECT_JUMP","• Выберите «ПРЫЖОК»"
"TID_TUT_MOVE_TO_STARGATE","• Выберите команду «Переместить» или перетащите корабль к сканеру красных звезд"
"TID_TUT_MOVE_TO_STARGATE_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши, чтобы подвести корабль к сканеру красных звезд"
"TID_TUT_BRING_ARTIFACT","ВЫВЕЗИТЕ АРТЕФАКТ С КРАСНОЙ ЗВЕЗДЫ"
"TID_TUT_BRING_ARTIFACT_INFO","На планетах у красных звезд часто бывают артефакты. Привезите артефакт, чтобы начать изучение."
"TID_TUT_VIEW_MISSION_STAR","• Выберите «К ЗВЕЗДЕ»"
"TID_TUT_MOVE_BACK_TO_STARGATE","• Верните корабль к прыжковым вратам"
"TID_TUT_MOVE_TO_PLANET","• Переместите транспортный корабль к планете"
"TID_TUT_SELECT_LOAD_ARTIFACT","• Щелкните по артефакту, чтобы начать погрузку"
"TID_TUT_RESEARCH_STATION_INFO","Для изучения артефактов нужна научная станция. Постройте такую станцию в вашей звездной системе."
"TID_TUT_MOVE_SHIP_TO_RESEARCH_STATION","• Переместите транспортный корабль к научной станции"
"TID_TUT_SELECT_RESEARCH_STATION","• Выберите научную станцию"
"TID_TUT_SELECT_RESEARCH_BUTTON","Выберите «Изучить»"
"TID_TAP_ON_ARTIFACT_TO_RESEARCH","• Выберите артефакт"
"TID_TAP_ON_START_RESEARCH","• Выберите «НАЧАТЬ ИЗУЧЕНИЕ»"
"TID_TUT_SPEED_UP_ARTIFACT_RESEARCH","• Выберите «ЗАВЕРШИТЬ»"
"TID_COLLECT_ARTIFACT_REWARD","• Выберите «РЕЗУЛЬТАТЫ»"
"TID_TUT_SELECT_UPGRADE","• Выберите «УЛУЧШИТЬ»"
"TID_TUT_DO_UPGRADE","• Подтвердите улучшение"
"TID_TUT_WAIT_OR_SPEEDUP_PLANET_UPGRADE","• Завершите улучшение"
"TID_TUT_HINT_MOVEMENT","После вылета корабля вы не можете изменить его курс. Дождитесь прибытия корабля в место назначения."
"TID_TUT_HINT_RS_SUPERNOVA","Вскоре после обнаружения красные звезды становятся сверхновыми. Верните все корабли к прыжковым вратам, прежде чем закончится время."
"TID_TUT_HINT_MINING","Добывающий корабль будет работать до полного истощения всех полей астероидов в его секторе или пока не заполнится ваш водородный бак."
"TID_TUT_HINT_SHORT_RANGE_SCANNER","Когда завершится постройка, сканер малой дальности приступит к изучению новых секторов звездной системы."
"TID_TUT_RED_STAR_SCANNER","Обнаружив новую звезду, сканер красных звезд перейдет в режим звездных врат. Пристыкованные к нему корабли смогут прыгать в новую систему."
"TID_TUT_WAIT_OR_SPEED_CONSTRUCTION","• Завершите строительство"
"TID_TUT_HINT_COMBAT","Дальность атаки боевых кораблей можно увидеть, выбрав корабль. Корабли автоматически атакуют врага в пределах дальности атаки."
"TID_TUT_HINT_HYDRO","При перемещении кораблей расходуется водород. Следите за запасом водорода и позаботьтесь о том, чтобы добывающие корабли постоянно собирали водород на полях астероидов."
"TID_TUT_HINT_KEEPSHIPPING","Пока ваш линкор в пути, вы можете зарабатывать средства, доставляя грузы."
"TID_TUT_HINT_REPAIR","Если посадить поврежденный корабль на колонизированную планету, луну или станцию, начнется ремонт."
"TID_TUT_PLANETS_WITH_ARTIFACTS","На планетах у красных звезд есть артефакты, которые можно изучить. В отличие от обычных грузов, погрузка артефактов на транспортный корабль занимает какое-то время."
"TID_TUT_HINT_RESEARCH_STATION","На научной станции можно хранить, изучать и утилизировать любые добытые артефакты."
"TID_TUT_RETURN_HOME","• Вернитесь к родной звезде"
"TID_TUT_ASK_FOR_NOTIFICATIONS_TITLE","УВЕДОМЛЕНИЯ"
"TID_TUT_ASK_FOR_NOTIFICATIONS_APPLE","Игра Hades' Star может отправлять на ваше устройство уведомления о важных событиях вроде необходимости отдать новый приказ добывающему кораблю.\n\nЕсли вы отключите уведомления, их можно будет включить в настройках вашего устройства."
"TID_TUT_SHIPYARD_HINT","На верфи можно строить новые корабли. Верфь можно улучшить, чтобы увеличить размер вашего флота."
"TID_TUT_UPGRADE_SHIPYARD","УЛУЧШИТЕ ВАШУ ВЕРФЬ"
"TID_TUT_UPGRADE_SHIPYARD_DESCR","Улучшите верфь до уровня {0}, это позволит вам строить больше кораблей."
"TID_TUT_VIEW_OBJECTIVES","ПРОСМОТР ЗАДАЧ"
"TID_TUT_VIEW_OBJECTIVES_DESCR","В окне задач вы найдете дополнительные задания и советы, которые помогут в вашем путешествии по галактике Гадес."
"TID_TUT_INSTALL_MODULE","УСТАНОВИТЕ МОДУЛЬ"
"TID_TUT_INSTALL_MODULE_DESCR","Корабли можно улучшать с помощью новых модулей. Модули могут быть активными или пассивными. Они дают кораблям уникальные преимущества."
"TID_TUT_OPEN_TECH_WINDOW","• Откройте окно технологий"
"TID_TUT_UNSELECT_CURRENT_OBJECT","• Закройте вкладку выбора"
"TID_TUT_SELECT_TRANSPORT_CAPACITY_MODULE","• Выберите недавно открытый модуль"
"TID_TUT_SELECT_BACK","• Вернитесь"
"TID_TUT_FINISH_MODULE_UPGRADE","• Завершите улучшение"
"TID_TUT_START_MODULE_UPGRADE","• Запустите процесс открытия модуля"
"TID_TUT_SELECT_EDIT_MODULES","• Выберите «Установить модули»"
"TID_TUT_CLAIM_OBJECTIVE","• Получите вознаграждение за выполненную задачу"
"TID_BUILDING_SHIPYARD","ВЕРФЬ"
"TID_BUILDING_SHIPYARD_DESCR","Позволяет строить корабли. Улучшите, чтобы увеличить размер флота вашей империи."
"TID_BUILDING_REDSTAR_SCANNER","СКАНЕР КРАСНЫХ ЗВЕЗД"
"TID_BUILDING_REDSTAR_SCANNER_DESCR","Ищет ближайшие красные звезды."
"TID_BUILDING_REDSTAR_SCANNER_INFO","С помощью сканера красных звезд можно найти звезды, готовые стать сверхновыми. У таких звезд обычно бывают старые планеты с ценными артефактами, но их охраняют силы «Цербера».\n\nДругие игроки тоже могут добраться до этих звезд с помощью своих сканеров."
"TID_BUILDING_TRADINGSTATION","ТОРГОВАЯ СТАНЦИЯ"
"TID_BUILDING_TRADINGSTATION_DESCR","Создает и принимает грузы с планет, а также отправляет их на планеты. Нужно разместить в пустом секторе."
"TID_BUILDING_DIPLOMACY_CENTER","СТАНЦИЯ ДИПЛОМАТИИ"
"TID_BUILDING_DIPLOMACY_CENTER_DESCR","Позволяет вступать в дипломатические отношения с другими игроками. Игроки, состоящие в дипломатических отношениях, могут отправлять корабли в системы друг друга."
"TID_BUILDING_DIPLOMACY_CENTER_INFO","Станция дипломатии создает двусторонние прыжковые врата, связанные с родной системой другого игрока. После установления связи игроки могут отправлять корабли друг к другу."
"TID_BUILDING_WARPLANE_HUB","ВАРП-УЗЕЛ"
"TID_BUILDING_WARPLANE_HUB_DESCR","Два узла, которые можно соединить для создания временной варп-линии в вашей системе. Активная варп-линия позволяет кораблям моментально перемещаться в пространстве без расхода водорода."
"TID_BUILDING_WARPLANE_HUB_INFO","Варп-узел можно на один день соединить с другим узлом за определенное количество водорода. Корабли смогут мгновенно перемещаться между двумя точками и не будут расходовать водород."
"TID_BUILDING_STARGATE","ПРЫЖКОВЫЕ ВРАТА"
"TID_BUILDING_STARGATE_DESCR","Эти таинственные постройки разбросаны по всей галактике Гадес. С их помощью корабли перемещаются между звездными системами."
"TID_BUILDING_RESEARCH","НАУЧНАЯ СТАНЦИЯ"
"TID_BUILDING_RESEARCH_DESCR","Анализирует артефакты, добытые у красных звезд."
"TID_BUILDING_RESEARCH_INFO","На научной станции можно хранить и изучать артефакты. Отправьте сюда транспортный корабль, чтобы доставить новые артефакты."
"TID_BUILDING_SHORT_RANGE_SCANNER","СКАНЕР МАЛОЙ ДАЛЬНОСТИ"
"TID_BUILDING_SHORT_RANGE_SCANNER_DESCR","Может показывать скрытые секторы, расположенные рядом с сектором, в котором он находится."
"TID_BUILDING_SHORT_RANGE_SCANNER_INFO","С помощью сканера можно открывать новые секторы вашей звездной системы."
"TID_BLD_REDSTAR_UPGRADE","Улучшение сканера красных звезд позволит находить красные звезды более высокого уровня — артефакты там будут лучше, но и кораблей «Цербера» там будет больше."
