"TID_CONNECTION_ERROR_OUT_OF_SYNC","Критическая ошибка синхронизации. Требуется перезапуск игры."
"TID_CONNECTION_ERROR_MAINTENANCE","Серверы на техническом обслуживании. Повторите попытку через несколько минут."
"TID_CONNECTION_LOST_INACTIVITY","Вы отключены от сервера из-за бездействия."
"TID_MSG_SERVER_SHUTTING_DOWN_MAINTENANCE","Через несколько минут сервер будет отключен на техническое обслуживание."
"TID_LABEL_SERVER_MAINTENANCE","До начала техобслуживания сервера:\n{0}"
"TID_MAINTENANCE_TITLE","ТЕХОБСЛУЖИВАНИЕ"
"TID_MAINTENANCE_INFO","Мы регулярно проводим техническое обслуживание сервера, чтобы сделать игру лучше.\n<style=Link><link=''http://blog.hadesstar.com/2017/08/about-maintenance.html''>Дополнительная информация</link></style>"
"TID_MORE_INFO_BTN","ПОДРОБНЕЕ"
"TID_ASTEROID_FIELD","Поле астероидов"
"TID_RS_ASTEROID_FIELD","Поле астероидов у красной звезды"
"TID_RS_ASTEROID_FIELD_DESCR","Поля астероидов вокруг красных звезд содержат водород, который можно собрать с помощью добывающих кораблей и использовать для включения модулей в пределах этой системы красной звезды. Собранный водород нельзя перевезти за пределы системы красной звезды.\n\nУ каждого из игроков в системе свой запас водорода. Украсть водород других игроков или поделиться им невозможно."
"TID_CLONED_ASTEROID","Просканированный астероид"
"TID_CLONED_ASTEROID_DESCR","Срок существования просканированных астероидов ограничен. Запас водорода на астероиде следует собрать до того, как он исчезнет."
"TID_COLONIZATION_STARTING","Начинаем колонизацию: {0}"
"TID_DISBAND_FLEET_CONFIRM","Вы точно хотите навсегда уничтожить этот корабль? Так вы увеличите размер флота."
"TID_DISBAND_WS_CONFIRM","Разбор кораблей в системах белых звезд приводит к значительной потере времени. Вы еще долго не сможете заменить корабль в этой системе белой звезды.\n\nПродолжить разбор?"
"TID_DISBAND_DRONE_CONFIRM","Вы точно хотите так рано уничтожить этот дрон?"
"TID_STATUS_UPGRADING","Улучшение..."
"TID_STATUS_COLONIZING","Колонизация..."
"TID_DISTANCE","{0} АЕ"
"TID_CONFIRM_DLG_TITLE","ПОДТВЕРДИТЬ"
"TID_MSG_SOLAR_SYSTEM_LOAD_FAIL","Ошибка загрузки звездной системы"
"TID_MSG_QUIT_GAME","Вы точно хотите выйти из игры?"
"TID_CMD_FAILED_TUTORIAL","На данном этапе обучения это действие недоступно"
"TID_MSG_CANNOT_JUMP_SHIP","Прыжок не выполнен"
"TID_SHARE_MESSAGE_LABEL","НАПИСАТЬ"
"TID_SHARE_BUTTON_SUBMIT","ОТПРАВИТЬ"
"TID_SHARE_BUTTON_CANCEL","ОТМЕНА"
"TID_SHARE_VIEW_DEFAULT_MSG","Посмотри!"
"TID_SHARE_VIEW_DESCR","Выберите вид в этой звездной системе и поделитесь им со своей корпорацией"
"TID_BACK_BUTTON","Назад"
"TID_FINISH_REPAIR_CONFIRM","Завершить ремонт этого корабля?"
"TID_PLAYER_JOIN_RED_STAR","{0} тоже осваивает эту красную звезду"
"TID_PLAYER_ABANDON_RED_STAR","{0} покидает вашу систему красной звезды"
"TID_MAINTENANCE_MESSAGE","Приносим извинения за сбой в работе сервера. В качестве компенсации мы добавили на вашу учетную запись кристаллы ({0} шт.). Благодарим за терпение!\n\n- Команда Hades' Star"
"TID_FEATURE_DISABLED","Данная возможность временно отключена"
"TID_KEYBOARD_SHORTCUT","Горячая клавиша: <b>{0}</b>"
"TID_BUILD_FAILED_MUST_EXPAND","Чтобы построить эту станцию, вам необходимо расширить звездную систему"
"TID_BONUS_INDICATOR","БОНУС"
"TID_LEVEL_GENERIC","УР. {0}"
"TID_LEVEL_ARTIFACT","КРАСНАЯ ЗВЕЗДА УРОВНЯ {0}"
"TID_WS_CONFIRM_DLG_COOLDOWN","Перезарядка: {0}"
"TID_WS_CONFIRM_DLG_COOLDOWN_INFO","В случае этой белой звезды время перезарядки будет распространяться на модуль даже в том случае, если в систему прибудет новый корабль."
"TID_CMD_FAILED_GENERIC","Команда не отдана"
"TID_CMD_FAILED_PLAYER","Команда игрока не отдана"
"TID_CMD_FAILED_SS","Команда звездной системы не отдана"
"TID_CMD_FAILED_RESOURCE_LIMIT","Вы не можете потратить больше кредитов, чем позволяет ваше хранилище. Улучшайте планеты, чтобы увеличить вместимость хранилища."
"TID_JUMP_CMD_ERROR_NO_PLAYER_INFO_AVAILABLE","Сервер занят. Подождите немного и повторите попытку."
"TID_JUMP_CMD_ERROR_BATTLESHIP_LIMIT_REACHED","Эта красная звезда не может принять такое количество линкоров"
"TID_JUMP_CMD_ERROR_CANT_USE_OTHER_PLAYERS_GATE","Нельзя использовать эти прыжковые врата"
"TID_CMD_LOAD_SHIPMENT_FAIL_CAPACITY","Для размещения этого груза не хватает места"
"TID_NOT_ENOUGH_CRYSTALS","Мало кристаллов"
"TID_CMD_CANT_SEND_SHIP_OUTSIDE_FOW","Нельзя отправлять корабли за пределы зоны видимости"
"TID_CMD_ROUTE_EMPTY_SECTOR","Нельзя летать по неисследованному космосу"
"TID_CANNOT_MOVE_ACROSS_SECTORS_HERE","Нельзя продвинуться вглубь этой звездной системы"
"TID_CMD_CANT_UPGRADE_PLANET","Эта планета полностью улучшена"
"TIC_CMD_ALREADY_UPGRADING_PLANET","Планета уже улучшается"
"TID_CMD_PLANET_UPGRADE_REQUIRES_RS","Для улучшения этой планеты необходимо улучшить сканер красных звезд до уровня {0}."
"TID_CMD_BUILDING_LIMIT_REACHED","Больше станций такого типа строить нельзя"
"TID_SCANNER_REQUIRED","Вам нужен свободный сканер малой дальности в прилегающем секторе"
"TID_SCANNER_ALREADY_BUSY","Ваш сканер малой дальности уже осматривает другой сектор"
"TID_MODULE_ON_COOLDOWN","Чтобы снова использовать модуль, дождитесь его перезарядки"
"TID_MODULE_ALREADY_ACTIVATED","Этот модуль уже работает"
"TID_PASSIVE_MODULE_CANNOT_BE_ACTIVATED","Это невключаемый модуль пассивного типа"
"TID_CANNOT_LINK_WARP_LANE_UNTIL_CONSTRUCTION_IS_DONE","Дождитесь завершения строительства узла"
"TID_CANNOT_LINK_WARP_LANE_ALREADY_ACTIVE","Для установления новой связи требуется отключить оба узла"
"TID_CANNOT_LINK_WARP_LANE_NEED_TWO_ENDPOINTS","Надо построить хотя бы два узла, чтобы их связать"
"TID_CANNOT_EDIT_MODULES_ON_STAR","Нельзя менять модули корабля вдали от родной звезды"
"TID_CMD_LOAD_SHIPMENT_FAIL_RESTRICTED","Этот груз может использовать только владелец планеты"
"TID_CMD_LEAP_NO_TARGET","Не удается найти подходящее место для телепортации"
"TID_CMD_FAIL_CANNOT_UNLOAD_SHIPMENT","На этом аванпосте кончилось место под грузы"
"TID_CMD_FAIL_CANNOT_MOVE_TO_STAR","Нельзя лететь прямо на звезду"
"TID_CMD_FAIL_CANTMOVE_BOND","Движение невозможно, пока действует модуль «УЗЫ»"
"TID_ASTEROID_SPAWN_LIMIT","Невозможно создать новые поля астероидов в этом секторе"
"TID_GENESIS_INVALID_SECTOR","Невозможно применить «Генезис» к сектору"
"TID_GENESIS_SYSTEM_MAX","Дождитесь окончания текущего эффекта «Генезиса»."
"TID_RS_WRONG_MODULE_SECTOR","Этот модуль можно использовать только в секторе рядом с красной звездой, где появляются пригодные для добычи астероиды."
"TID_CANT_USE_MODULE_JUMPGATE_SECTOR","Нельзя использовать этот модуль в секторе, где есть прыжковые врата к белой звезде"
"TID_CAN_USE_MODULE_ON_STAR","Нельзя использовать этот модуль возле звезды этого типа"
"TID_MODULE_NEEDS_ENEMY_SHIPS_IN_SECTOR","Этот модуль нельзя активировать, если в секторе нет вражеских кораблей"
"TID_MODULE_NEEDS_ENEMY_SHIPS_IN_RANGE","Этот модуль нельзя активировать, если рядом нет вражеских кораблей"
"TID_MODULE_CANNOT_FIND_TELEPORT_TARGET","Активация невозможна: нет подходящей точки для телепортации"
"TID_MODULE_CANT_ACTIVATE_SHIELD_WITH_VENG","Нельзя активировать щит во время действия «Мести»"
"TID_MODULE_CANT_ACTIVATE_NEED_HYDRO_ONBOARD","Чтобы включить этот модуль, необходимо собрать больше водорода для добывающего корабля."
"TID_MODULE_CANT_ACTIVATE_NEED_CARGO_ONBOARD","Чтобы включить этот модуль, необходимо обзавестись грузом определенного типа."
"TID_SYSTEM_IS_PRIVATE","Это частная звездная система. Сейчас она недоступна"
"TID_FLAGHIP_NON_OFFICER","Только офицеры имеют право командовать флагманом корпорации."
"TID_FLAGSHIP_IN_ANOTHER_STAR","Флагман находится в другой звездной системе."
"TID_FLAGSHIP_IN_CURRENT_STAR","Флагман уже в этой звездной системе."
"TID_FLAGSHIP_ANOTHER_JUMPED_IN","Вы можете переместить в одну систему белой звезды только один из ваших флагманов."
"TID_FLAGSHIP_IN_COOLDOWN","Флагман подготавливается."
"TID_MODULE_DRONE_CANT_ACTIVATE_NEED_SC","Чтобы запустить погрузочный дрон, вам нужно открыть модуль ГРУЗОВОГО КОМПЬЮТЕРА."
"TID_MODULE_DRONE_CANT_ACTIVATE_NEED_TB","Чтобы запустить погрузочный дрон, вам нужно открыть модуль ТОРГОВОГО БУМА."
"TID_START_NEW_GAME","НАЧАТЬ НОВУЮ ИГРУ"
"TID_TRANSFER_EXISTING_GAME","ВОССТАНОВИТЬ СУЩЕСТВУЮЩУЮ ИГРУ"
"TID_STEAM_ACCOUNT_LABEL","Учётная запись Steam®"
"TID_GAMECENTER_ACCOUNT_LABEL","Учётная запись GameCenter"
"TID_GAMECENTER_SIGNIN_INSTRUCTIONS","Чтобы войти в Game Center, откройте настройки устройства iOS и прокрутите экран до строки GameCenter. Убедитесь, что GameCenter включен, и войдите в систему с помощью вашего Apple ID. Выполнив вход, перезапустите игру Hades' Star."
"TID_GOOGLEPLAY_ACCOUNT_LABEL","Учётная запись Google Play"
"TID_STAR_DISCOVERED_ON_TID_MONTH_YEAR","Открыто: {0}, {1}"
"TID_DLG_TITLE_ERROR","ОШИБКА"
"TID_ERROR_MUST_LOGIN_IOS","Чтобы загрузить более раннюю игру, войдите в Game Center Откройте настройки устройства iOS и прокрутите экран до строки GameCenter."
"TID_ERROR_MUST_LOGIN_ANDROID","Чтобы загрузить более раннюю игру, войдите в Google Play."
"TID_NEW_GAME_SIGNIN_HINT","Входите в систему, чтобы сохранять результаты и играть с разных устройств."
"TID_NEW_GAME_INTRO_TEXT","Ваш флот достиг галактики Аида."
"TID_TUT_SECTION_REWARDS_LABEL","НАГРАДЫ"
"TID_TUT_SECTION_NEXT_OBJECTIVE_LABEL","СЛЕДУЮЩАЯ ЗАДАЧА"
"TID_TUT_SECTION_SPECIAL_OBJECTIVE_LABEL","ОСОБАЯ ЗАДАЧА"
"TID_TUT_CONSTRUCT_SHIPYARD","ПОСТРОИТЬ ВЕРФЬ"
"TID_TUT_CONSTRUCT_SHIPYARD_INFO","На верфях можно строить новые корабли."
"TID_TUT_SELECT_SHIPYARD","• Выберите вашу верфь"
"TID_TUT_SELECT_RELAY","• Выберите место ПЕРЕПРАВКИ ГРУЗОВ."
"TID_TUT_SELECT_SHIP","• Выберите ваш корабль."
"TID_TUT_SELECT_PLANET","• Выберите вашу планету"
"TID_TUT_FIRST_SHIP_INTRO_LABEL","Ваша империя обнаружила новую звездную систему"
"TID_TUT_COLONIZE_FIRST_PLANET","СОЗДАЙТЕ ВАШУ ПЕРВУЮ КОЛОНИЮ"
"TID_TUT_COLONIZE_FIRST_PLANET_DESCR","Планеты играют важную роль в развитии и экономике вашей империи.\n\nОни приносят доход от грузов и позволяют строить космические станции."
"TID_TUT_CONSTRUCT_SHIP","ПОСТРОЙТЕ ДОБЫВАЮЩИЙ КОРАБЛЬ"
"TID_TUT_CONSTRUCT_TRANSPORT_DESCR","Транспортные корабли необходимы для развития экономики. На орбите каждой колонизированной вами планеты стоит держать хотя бы один транспортный корабль. "
"TID_TUT_CONSTRUCT_SUPPORT_DESCR","Добывающие корабли необходимы для развития планетарной инфраструктуры."
"TID_TUT_CONSTRUCT_SPACE_STATION","ПОСТРОЙТЕ: {0}"
"TID_TUT_CONSTRUCT_TRADING_STATION_DESCR","Торговые станции приносят дополнительные грузы, которые можно развозить по планетам для получения прибыли."
"TID_TUT_UPGRADE_PLANET","УЛУЧШИТЕ ВАШУ ПЛАНЕТУ"
"TID_TUT_UPGRADE_PLANET_DESCR","Улучшение планет повышает качество грузов и увеличивает максимальный объем ваших ресурсов"
"TID_TUT_KEEP_DOING_STUFF","ПРОДОЛЖАЙТЕ ДОСТАВЛЯТЬ ГРУЗЫ"
"TID_TUT_KEEP_DOING_STUFF_DESCR","Развозите грузы между планетой и ее лунами с помощью транспортных кораблей.\n\nДоставка грузов приносит ресурсы и опыт."
"TID_TUT_COLONIZE_SECOND_PLANET","КОЛОНИЗИРУЙТЕ ВТОРУЮ ПЛАНЕТУ"
"TID_TUT_COLONIZE_SECOND_PLANET_DESCR","Колонизация новых планет — обязательное условие роста вашей империи.\n\nДля колонизации планеты необходимо посадить на ее поверхность хотя бы один корабль. Чем больше планет вы колонизировали, тем дороже вам обойдется следующая колонизация."
"TID_TUT_COLONIZE_THIRD_PLANET","КОЛОНИЗИРУЙТЕ НОВУЮ ПЛАНЕТУ"
"TID_TUT_COLONIZE_THIRD_PLANET_DESCR","На колонизированных планетах можно ремонтировать корабли. Колонизируйте планету рядом с вашим линкором, чтобы начать ремонт."
"TID_TUT_PLACE_BUILDING_PROMPT","• Выберите место для постройки: {0}"
"TID_TUT_SELECT_PRODUCTION","• Выберите «ПРОИЗВОДСТВО»."
"TID_TUT_SELECT_SHIPS_TAB","• Откройте вкладку «КОРАБЛИ»."
"TID_TUT_RETURN_TO_PREV_SCREEN","• Нажмите «НАЗАД»."
"TID_TUT_SELECT_MINER_SHIP","• Выберите свой добывающий корабль"
"TID_TUT_SELECT_SHIPMENTS","• Выберите «ГРУЗЫ»"
"TID_TUT_SELECT_USE_RELAY","• Выберите «АКТИВИРОВАТЬ»."
"TID_TUT_SELECT_LOAD_SHIPMENT","• Щелкните по грузу, чтобы погрузить его"
"TID_TUT_SELECT_MOVE","• Выберите «ПЕРЕМЕСТИТЬ»"
"TID_TUT_PC_RIGHT_CLICK_ON_DEST","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши подсвеченный пункт доставки груза"
"TID_TUT_SELECT_PROFILE","• Откройте окно империи"
"TID_TUT_SELECT_OBJECTIVES_TAB","• Выберите «ЗАДАЧИ»"
"TID_TUT_SELECT_DESTINATION","• Выберите светящееся место для доставки груза"
"TID_TUT_SELECT_DEPART_NOW","• Выберите «ЛЕТЕТЬ»"
"TID_TUT_SELECT_DEPART_NOW_PC","• Нажмите «ЛЕТЕТЬ» или щелкните правой кнопкой мыши пункт назначения"
"TID_TUT_SELECT_DEPART_NOW_GP","• Для вылета нажмите <sprite index=2> над местом назначения."
"TID_TUT_SELECT_CANCEL_DEPART","• Выберите «ОТМЕНА»"
"TID_TUT_MOVE_TO_PLANET_FOR_SHIPMENTS","• Чтобы взять другие грузы, используйте команду «Переместить» или перетащите корабль на планету"
"TID_TUT_MOVE_TO_PLANET_FOR_SHIPMENTS_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши планету, чтобы взять еще грузы"
"TID_TUT_MOVE_TO_PLANET_FOR_SHIPMENTS_GP","• Удерживайте и отпустите <sprite index=2> над планетой назначения, чтобы переместиться туда."
"TID_TUT_MOVE_TO_MOON_FOR_SHIPMENTS","• Чтобы взять другие грузы, используйте команду «Переместить» или перетащите корабль на луну"
"TID_TUT_MOVE_TO_MOON_FOR_SHIPMENTS_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши луну, чтобы взять еще грузы"
"TID_TUT_MOVE_TO_MOON_FOR_SHIPMENTS_GP","• Удерживайте и отпустите <sprite index=2> над луной назначения, чтобы переместиться туда."
"TID_TUT_SELECT_BUILD_BUTTON","• Выберите: {0}"
"TID_TUT_WAIT_OR_SPEED_UP_PRODUCTION","• Завершите производство"
"TID_TUT_SELECT_SECOND_PLANET","• Выберите вторую планету"
"TID_TUT_MOVE_BATTLESHIP_TO_THIRD_PLANET","• Используйте команду «Переместить» или перетащите корабль к новой планете"
"TID_TUT_MOVE_BATTLESHIP_TO_THIRD_PLANET_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши новую планету"
"TID_TUT_MOVE_BATTLESHIP_TO_THIRD_PLANET_GP","• Удерживайте и отпустите <sprite index=2> над планетой назначения."
"TID_TUT_SELECT_TRANSPORT_SHIP","• Выберите транспортный корабль"
"TID_TUT_SELECT_NEW_BUILDING","• Выберите станцию"
"TIT_TUT_SELECT_MODULES","• Выберите «МОДУЛИ»"
"TID_TUT_CLOSE_WINDOW_GENERIC","• Закройте окно"
"TID_TUT_SELECT_TRANSPORT_MODULE","• Выберите «РАСШИРЕНИЕ ТРЮМА»"
"TID_TUT_SELECT_MODULE","• Выберите {0}."
"TID_TUT_SELECT_EMPTY_MODULE_SLOT","• Выберите ячейку модуля."
"TID_TUT_SELECT_INSTALL_NEW_MODULE","• Выберите «ДОБАВИТЬ МОДУЛЬ»"
"TID_TUT_SELECT_REPLACE_MODULE","• Выберите «ЗАМЕНИТЬ»."
"TID_TUT_SELECT_COLONIZE","• Выберите «Колонизировать»"
"TID_TUT_CLAIM_ACHIEVEMENT","Получите достижение за грузы"
"TID_TUT_MINING_TITLE","НАЧАТЬ ДОБЫЧУ"
"TID_TUT_MINING_DESCR","В полях астероидов есть ценный водород. В вашей империи хотя бы несколько добывающих кораблей должны работать круглые сутки."
"TID_TUT_MOVE_TO_ASTEROID","• Выберите поле астероидов"
"TID_TUT_MINER_INFO","Добывающие корабли собирают водород в полях астероидов. Они будут разрабатывать поле астероидов, пока не истощатся запасы водорода."
"TID_TUT_CREATE_SECOND_TRANSPORT","ПОСТРОЙТЕ ВТОРОЙ ТРАНСПОРТНЫЙ КОРАБЛЬ"
"TID_TUT_CREATE_SECOND_TRANSPORT_INFO","Транспортные корабли необходимы для развития экономики. На орбите каждой колонизированной вами планеты стоит держать хотя бы один транспортный корабль. "
"TID_TUT_SHORT_RANGE_SCANNER_INFO","Станция сканера малой дальности позволяет изучать близлежащие секторы для дальнейшего освоения звездной системы."
"TID_TUT_REVEAL_SECTOR","ИЗУЧИТЕ НОВЫЙ СЕКТОР"
"TID_TUT_REVEAL_SECTOR_INFO","Постройте сканер малой дальности и с его помощью найдите и колонизируйте третью планету."
"TID_TUT_SELECT_NEARBY_SECTOR","• Выберите сектор"
"TID_TUT_SELECT_SHIPMENTS_SECTOR","• Выберите сектор с грузами."
"TID_TUT_SELECT_SCOUT_SECTOR","• Выберите сканированный сектор"
"TID_SELECT_EXPLORE","• Выберите «ПОКАЗАТЬ»"
"TID_SELECT_EXPLORATION_SPEEDUP","• Завершите сканирование"
"TID_TUT_DEFEAT_CERBERUS","ПОБЕДИТЕ СТРАЖА «ЦЕРБЕРА»"
"TID_TUT_DEFEAT_CERBERUS_INFO","По всей галактике Гадеc стали появляться корабли «Цербера». Ваши линкоры могут дать им отпор."
"TID_TUT_CREATE_BATTLESHIP","ПОСТРОЙТЕ ЛИНКОР"
"TID_TUT_CREATE_BATTLESHIP_INFO","Линкоры защищают остальные ваши корабли, сдерживают и отбрасывают силы «Цербера»."
"TID_TUT_SELECT_BATTLESHIP","• Выберите ваш линкор"
"TID_TUT_MOVE_BATTLESHIP_TO_ENEMY_FLEET","• Используйте команду «Переместить» или перетащите линкор к стражу «Цербера»"
"TID_TUT_MOVE_BATTLESHIP_TO_ENEMY_FLEET_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши, чтобы подвести линкор к стражу «Цербера»"
"TID_TUT_MOVE_BATTLESHIP_TO_ENEMY_FLEET_GP","• Удерживайте и отпустите <sprite index=2> рядом со стражем «Цербера», чтобы переместиться к нему."
"TID_TUT_REDSTARSCANNER_INFO","С помощью сканера красных звезд можно открывать новые звезды"
"TID_TUT_JUMP_TRANSPORT","ОТПРАВЬТЕ ТРАНСПОРТНЫЙ КОРАБЛЬ К КРАСНОЙ ЗВЕЗДЕ"
"TID_TUT_JUMP_TRANSPORT_INFO","Корабли перемещаются из одной звездной системы в другую через прыжковые врата."
"TID_TUT_SEARCH_FOR_MISSION","НАЙДИТЕ КРАСНУЮ ЗВЕЗДУ"
"TID_TUT_SEARCH_FOR_MISSION_INFO","Откройте новую звездную систему с помощью сканера красных звезд."
"TID_TUT_SELECT_MISSION_BUILDING","• Выберите сканер красных звезд"
"TID_TUT_SELECT_BLS_SCANNER","• Выберите ваш сканер голубых звёзд."
"TID_TUT_SELECT_SCANNER_BUTTON","• Выберите «ИСКАТЬ»"
"TID_TUT_SELECT_MISSION_SEARCH","• Выберите «НАЧАТЬ ПОИСК»."
"TID_TUT_SELECT_DISMISS","• Выберите «ЗАКРЫТЬ»."
"TID_TUT_SELECT_JUMP_SHIPS","• Выберите «ПРЫЖОК КОРАБЛЕЙ»."
"TID_TUT_CONFIRM_JUMP","• Подтвердите прыжок"
"TID_TUT_SELECT_JUMP","• Выберите «ПРЫЖОК»"
"TID_TUT_MOVE_TO_STARGATE","• Выберите команду «Переместить» или перетащите корабль к сканеру красных звезд"
"TID_TUT_MOVE_TO_BLS_SCANNER","• Выберите команду «Переместить» или перетащите корабль к сканеру голубых звёзд."
"TID_TUT_MOVE_TO_STARGATE_PC","• Нажмите кнопку «ПЕРЕМЕСТИТЬ» или щелкните правой кнопкой мыши, чтобы подвести корабль к сканеру красных звезд"
"TID_TUT_MOVE_TO_STARGATE_GP","• Удерживайте и отпустите <sprite index=2> над сканером красных звёзд, чтобы переместиться к нему."
"TID_TUT_BRING_ARTIFACT","ВЫВЕЗИТЕ АРТЕФАКТ С КРАСНОЙ ЗВЕЗДЫ"
"TID_TUT_BRING_ARTIFACT_INFO","На планетах у красных звезд часто бывают артефакты. Привезите артефакт, чтобы начать изучение."
"TID_TUT_VIEW_MISSION_STAR","• Выберите «К ЗВЕЗДЕ»"
"TID_TUT_GO_TO_RED_STAR","• Посетите вашу действующую КРАСНУЮ ЗВЕЗДУ."
"TID_TUT_GO_TO_BLUE_STAR","• Посетите вашу действующую ГОЛУБУЮ ЗВЕЗДУ."
"TID_TUT_MOVE_BACK_TO_STARGATE","• Верните корабль к прыжковым вратам"
"TID_TUT_MOVE_TO_PLANET","• Переместите транспортный корабль к планете"
"TID_TUT_SELECT_LOAD_ARTIFACT","• Щелкните по артефакту, чтобы начать погрузку"
"TID_TUT_RESEARCH_STATION_INFO","Для изучения артефактов нужна научная станция. Постройте такую станцию в вашей звездной системе."
"TID_TUT_MOVE_SHIP_TO_RESEARCH_STATION","• Переместите транспортный корабль к научной станции"
"TID_TUT_SELECT_RESEARCH_STATION","• Выберите научную станцию"
"TID_TUT_SELECT_RESEARCH_BUTTON","• Выберите «ИЗУЧИТЬ»."
"TID_TAP_ON_ARTIFACT_TO_RESEARCH","• Выберите артефакт"
"TID_TAP_ON_START_RESEARCH","• Выберите «НАЧАТЬ ИЗУЧЕНИЕ»"
"TID_TUT_SPEED_UP_ARTIFACT_RESEARCH","• Выберите «ЗАВЕРШИТЬ»"
"TID_TUT_SELECT_SALVAGE","• Выберите «УТИЛИЗАЦИЯ»."
"TID_COLLECT_ARTIFACT_REWARD","• Выберите «ВЗЯТЬ»."
"TID_TUT_SELECT_UPGRADE","• Выберите «УЛУЧШИТЬ»"
"TID_TUT_DO_UPGRADE","• Подтвердите улучшение"
"TID_TUT_WAIT_OR_SPEEDUP_PLANET_UPGRADE","• Завершите улучшение"
"TID_TUT_HINT_MOVEMENT","После вылета корабля вы не можете изменить его курс. Дождитесь прибытия корабля в место назначения."
"TID_TUT_HINT_RS_SUPERNOVA","Вскоре после обнаружения красные звезды становятся сверхновыми. Верните все корабли к прыжковым вратам прежде чем закончится время, иначе вы потеряете их."
"TID_TUT_HINT_MINING","Добывающий корабль будет работать до полного истощения всех полей астероидов в секторе или до заполнения водородного бака."
"TID_TUT_HINT_SHORT_RANGE_SCANNER","Когда завершится постройка, сканер малой дальности приступит к изучению новых секторов звездной системы."
"TID_TUT_RED_STAR_SCANNER","Обнаружив новую звезду, сканер красных звезд перейдет в режим прыжковых врат. Пристыкованные к нему корабли смогут прыгать в новую систему."
"TID_TUT_WAIT_OR_SPEED_CONSTRUCTION","• Завершите строительство"
"TID_TUT_HINT_COMBAT","Дальность атаки боевых кораблей можно увидеть, выбрав корабль. Корабли автоматически атакуют врага в пределах дальности атаки."
